"""","合 計(ha)","国有計(ha)","国有_林野庁(ha)","国有_林野庁以外の官庁(ha)","民有計(ha)","民有_独立行政法人等(ha)","民有_公有小計(ha)","民有_県(ha)","民有_森林整備法人（林業・造林公社）(ha)","民有_市町村(ha)","民有_財産区(ha)","私有(ha)"
"2010. 2. 1","363040.0","16554.0","16550.0","4.0","346486.0","12151.0","21335.0","5135.0","3835.0","8492.0","3873.0","313000.0"
