"""","  総 数(経営体)","農事組合法人(経営体)","会社(経営体)","各種団体(経営体)","その他の法人(経営体)","地方公共団体・財産区(経営体)","法人化していない(経営体)","保有山林なし(経営体)","3ha未満(経営体)"," 3～5ha(経営体)"," 5～10ha(経営体)"," 10～20ha(経営体)"," 20～30ha(経営体)","30～50ha(経営体)","50～100ha(経営体)","100～500ha(経営体)","500～1000ha(経営体)","1000ha以上(経営体)"
"2010. 2. 1","2650.0","2.0","28.0","58.0","39.0","30.0","2493.0","15.0","9.0","750.0","727.0","493.0","232.0","159.0","132.0","96.0","22.0","15.0"
